Ê—“‘,«Ã „«⁄Ì,«œ» Ê Â‰—,”Ì«”Ì,«ﬁ ’«œ
0,1,0,0,0
0,0,1,0,0
0,0,1,0,0
0,2,1,0,0
0,1,0,0,0
0,1,0,0,0
9,24,2,30,16
0,16,1,52,78
1,0,0,0,0
0,1,0,0,0
1,0,0,0,0
11,2,3,3,5
1,0,1,1,0
0,1,0,0,0
1,2,1,5,7
0,0,3,0,0
0,0,0,1,0
0,0,0,1,0
6,0,0,0,0
0,1,0,6,0
0,0,0,0,1
0,0,0,1,1
0,0,0,0,1
0,0,1,0,0
0,1,0,2,0
0,1,0,1,0
0,0,0,1,0
0,7,0,1,0
0,0,0,0,1
0,1,0,0,0
0,0,0,1,0
0,2,0,0,0
3,12,0,4,4
0,0,0,0,1
1,0,0,0,0
0,9,0,4,9
0,1,0,0,0
0,0,0,1,0
0,1,0,0,0
0,0,0,0,1
0,0,0,0,1
0,1,0,0,0
0,1,0,0,0
0,0,0,1,0
0,1,2,0,1
0,0,0,0,1
0,0,0,0,1
0,1,0,0,0
188,4,21,364,61
15,222,48,25,32
0,3,0,0,0
0,1,0,0,0
22,0,5,9,7
0,19,0,0,0
0,0,2,0,0
0,0,0,1,1
0,1,0,0,0
0,0,1,0,0
0,0,0,1,0
0,1,0,0,0
0,0,1,0,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
0,0,5,1,3
0,1,0,0,0
0,0,0,1,0
0,0,0,0,12
0,0,0,4,3
1,0,0,0,0
1,2,0,1,0
0,0,0,0,1
2,0,0,0,0
0,1,0,0,0
0,0,2,0,0
0,0,2,0,0
0,0,1,0,0
2,134,6,128,32
30,247,44,93,67
2,3,0,0,1
1,1,0,1,0
0,0,0,6,68
12,0,0,0,0
3,35,3,9,21
1,6,1,3,0
0,0,0,1,0
28,6,19,4,3
1,0,0,0,0
0,0,2,0,0
0,0,0,1,0
0,7,0,2,2
0,0,2,0,0
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,1,0
0,41,2,5,1
0,1,0,0,0
0,1,0,0,0
0,2,0,0,0
0,1,0,0,0
1,0,0,0,0
0,0,2,2,0
6,0,0,0,0
9,24,7,22,6
0,0,0,1,0
0,0,0,1,0
0,0,3,0,0
0,0,0,0,1
1,0,0,0,0
0,0,1,0,0
21,0,0,3,0
0,3,0,38,0
0,2,0,0,0
1,1,0,0,0
3,0,6,12,10
0,0,0,1,0
0,0,0,0,3
0,0,0,0,1
9,22,9,4,1
0,0,8,3,1
2,4,0,1,0
2,2,0,0,0
0,4,1,0,0
0,1,0,0,0
0,0,0,1,0
0,0,1,0,0
0,0,1,0,0
1,3,1,0,3
0,0,0,1,0
0,5,6,0,0
1,0,0,0,0
1,0,0,0,0
0,0,1,0,0
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
0,0,0,2,0
0,1,0,0,0
3,6,1,16,3
0,0,0,0,1
0,1,0,0,0
0,1,0,0,0
28,649,38,129,40
0,3,0,1,0
0,0,1,0,0
0,0,0,1,0
0,0,0,1,0
0,0,2,0,0
0,0,1,3,0
0,0,1,0,0
1,0,0,0,0
1,14,0,7,1
1331,70,172,50,29
4,50,20,21,9
0,2,2,0,0
3,15,5,54,6
0,0,0,1,0
0,19,0,2,0
0,0,3,0,0
1,0,0,0,0
0,1,1,0,0
0,0,0,0,3
0,0,0,1,2
1,0,0,0,0
0,0,1,0,0
0,0,0,1,0
1,0,0,0,0
0,0,0,2,0
3,2,0,2,0
40,0,0,0,0
0,1,0,0,0
0,0,0,1,0
0,1,0,0,0
0,3,1,0,2
0,0,6,0,0
0,32,1,13,3
0,5,0,0,0
0,0,1,0,0
0,0,1,0,0
0,6,0,0,0
0,0,1,0,0
0,0,0,1,0
0,1,0,0,0
55,130,6,123,106
0,0,0,1,0
1,1,0,0,0
0,0,0,0,1
0,0,0,1,4
0,0,1,0,0
0,2,0,0,2
1,0,0,0,0
0,1,0,0,0
0,6,1,0,0
0,1,0,1,0
18,1,1,0,0
0,0,0,1,0
2,0,0,0,0
0,0,1,0,0
0,0,2,0,0
1,0,0,0,0
0,0,0,1,0
47,21,39,11,52
1,13,0,4,1
0,1,0,0,1
0,1,0,0,13
8,0,0,0,0
0,0,0,1,0
1,1,1,0,0
0,2,0,3,0
12,59,8,17,25
0,0,1,0,0
0,0,0,1,0
0,0,1,0,0
0,0,0,0,2
0,2,0,1,2
0,2,0,10,2
1,0,0,0,0
1,0,0,0,0
2,11,2,11,0
0,0,1,0,0
0,0,0,1,0
0,0,0,0,1
0,1,0,0,0
0,1,0,1,0
1,1,0,0,0
0,1,0,0,0
1,0,0,1,0
0,3,1,0,0
0,2,0,0,0
0,2,1,0,0
0,0,2,0,0
0,0,0,1,0
0,2,0,0,0
7,13,3,0,4
1,4,0,1,2
0,0,1,0,0
1,1,1,0,0
0,1,0,0,0
2,34,14,3,0
0,0,0,1,0
0,0,0,1,0
0,0,1,1,0
0,0,0,0,1
0,0,2,0,1
3,5,3,13,2
1,0,0,0,0
0,3,0,0,0
1,0,2,1,3
0,1,0,0,0
1,0,0,0,0
0,0,1,0,0
0,0,2,4,1
0,1,0,0,0
0,0,1,0,0
0,0,0,1,0
0,0,1,0,0
0,0,0,5,0
0,0,0,1,16
0,0,0,0,1
0,1,0,0,0
0,0,0,0,1
201,222,30,170,176
6,0,0,0,0
1,0,0,0,0
0,1,0,0,0
0,1,0,0,0
0,2,0,0,0
0,0,0,1,0
0,0,1,0,0
1,3,0,12,1
0,4,1,1,2
4,4,0,1,0
0,1,0,2,0
2,0,0,0,0
1,1,0,0,0
3,0,0,0,0
82,4,12,5,2
0,1,0,0,0
0,0,1,0,0
0,0,1,0,0
0,0,0,1,0
0,0,0,1,0
2,7,2,15,3
0,1,0,1,1
1,0,0,0,0
0,1,0,0,0
0,0,0,1,0
0,0,2,0,0
0,1,0,0,0
27,45,22,10,11
0,2,0,7,1
1,3,1,0,0
0,0,1,0,0
0,0,1,0,0
0,1,0,0,0
0,0,0,2,0
0,2,0,0,0
0,0,0,0,1
0,1,0,0,1
0,2,0,2,0
0,0,1,1,0
0,0,0,1,0
4,10,4,1,0
0,0,0,2,0
0,1,0,0,0
2,0,0,0,0
1,0,0,0,0
10,0,0,0,0
0,0,0,3,1
0,1,1,0,0
2,8,0,3,0
0,0,1,0,0
0,1,0,0,0
1,0,0,0,0
0,7,2,8,1
0,0,0,1,0
0,0,1,0,0
0,3,0,0,0
0,0,0,0,1
1,0,0,0,0
0,0,0,0,1
0,0,0,1,0
1,0,0,0,0
0,1,0,0,0
0,0,0,0,1
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,1,0,2,0
0,6,0,4,0
1,0,0,0,0
0,0,0,0,1
0,0,0,1,0
0,0,0,0,1
0,0,133,0,0
0,0,1,0,0
0,1,0,0,0
0,0,0,1,0
1,0,0,1,0
0,0,0,1,0
0,0,0,4,0
1,0,0,0,0
0,0,0,0,2
0,0,0,0,2
0,0,1,0,0
0,0,0,0,1
1,0,0,0,0
1,1,0,0,0
1,0,0,0,0
3,1,0,3,0
0,0,0,1,0
1,2,0,8,0
1,0,0,0,0
0,0,0,0,1
0,1,0,0,0
8,0,0,1,0
1,0,0,3,0
0,1,1,0,0
1,0,0,0,0
1,0,4,0,3
1,0,0,0,0
15,24,6,3,33
0,2,0,0,0
0,0,2,0,0
0,0,0,0,1
1,0,0,0,0
0,2,0,1,0
0,0,0,1,0
1,0,0,0,0
0,0,0,0,1
0,1,0,1,0
1,0,0,0,0
1,0,0,0,0
1,4,0,1,0
0,0,1,1,0
0,0,1,0,0
0,1,0,0,0
0,0,0,1,0
0,0,0,0,1
0,0,0,1,0
8,6,6,3,2
1,0,0,0,0
33,37,11,49,28
0,0,1,0,0
0,1,0,0,0
0,0,0,1,0
1,0,0,0,0
6,18,2,11,5
1,1,2,1,4
28,48,11,12,1
1,0,0,0,0
0,2,0,0,0
0,0,0,0,1
0,0,0,5,5
0,0,1,0,0
0,0,0,5,0
1,0,0,0,0
0,0,0,1,0
0,0,2,0,1
2,1,0,0,0
1,0,0,0,0
0,0,0,0,1
939,414,87,375,62
1,0,0,0,0
2,14,12,6,3
0,7,0,0,0
1,0,0,0,0
0,1,0,0,0
1,7,7,3,2
0,0,1,0,0
0,0,0,1,0
5,5,4,10,2
13,6,5,1,13
13,20,5,11,13
1,0,0,1,0
10,0,0,0,0
0,0,0,0,1
0,1,0,0,0
34,1,9,15,16
0,0,1,0,0
2,87,15,146,33
5,0,0,0,0
0,1,1,1,1
11,56,4,3,162
0,1,10,0,0
4,5,1,9,0
0,1,0,0,1
0,1,0,0,0
0,1,0,2,8
0,1,0,0,0
18,0,0,0,0
0,2,0,0,0
0,0,0,1,0
123,165,162,122,72
0,1,0,0,0
13,0,0,0,0
0,0,2,0,0
6,3,0,0,0
4,1,0,4,0
0,1,0,1,0
1,11,4,7,0
0,0,1,0,0
0,1,0,0,0
0,1,0,0,0
4,9,1,10,1
0,0,0,1,0
0,1,0,0,0
1,51,6,2,40
1,0,0,0,0
1,0,0,0,0
2,7,5,0,0
0,1,2,0,0
0,6,2,9,0
0,0,0,0,1
2,0,0,0,0
0,1,1,2,0
0,0,0,1,0
0,1,0,0,0
2,0,0,0,0
0,1,0,0,0
3,6,1,4,2
1,0,0,0,0
0,0,0,0,1
0,1,1,0,0
0,1,0,0,0
0,0,0,0,1
1,0,0,0,0
0,1,2,0,0
0,0,0,3,1
1,0,1,0,0
1,0,0,0,0
0,0,0,1,1
0,1,0,0,0
0,0,0,2,0
0,7,5,7,0
0,0,0,1,0
30,1,0,0,34
2,0,0,0,0
0,0,0,0,2
0,2,1,0,0
1,1,0,0,0
0,9,1,0,0
0,0,0,1,0
3,1,3,2,0
0,7,4,2,1
0,2,0,1,1
3,0,0,0,0
1,0,0,0,0
0,0,0,0,1
1,0,0,0,0
0,2,0,0,0
0,4,0,0,24
5,18,2,12,0
0,1,0,0,0
0,1,0,0,0
0,0,0,1,0
1,0,0,0,0
0,1,0,0,0
7,0,0,2,1
0,0,0,8,0
1,0,0,0,0
0,2,0,1,0
0,2,0,0,1
0,1,0,0,0
0,0,1,0,0
0,0,0,0,1
1,0,0,0,0
0,1,0,0,0
2,0,0,0,0
0,0,1,0,0
0,0,0,1,0
0,0,0,0,1
1,0,0,0,0
0,0,0,1,0
0,0,1,0,0
0,1,0,0,0
0,1,1,0,0
183,450,143,490,136
0,0,0,1,0
0,1,0,0,0
0,0,0,0,2
0,1,1,0,0
1,4,1,0,1
0,0,1,0,0
2,2,0,0,0
0,3,0,1,2
1,0,0,0,0
0,1,0,0,0
27,58,57,38,44
0,3,0,0,0
0,0,0,1,0
0,1,0,0,0
1,1,4,1,0
0,0,0,1,0
0,3,0,5,0
0,0,0,1,4
0,0,1,0,0
0,0,2,0,0
1,0,0,0,0
0,0,1,0,0
0,1,0,0,0
0,3,0,1,0
0,1,0,0,0
6,1,1,1,1
0,0,5,0,0
0,0,2,0,0
0,1,0,1,0
0,12,0,29,23
0,2,0,0,0
0,0,2,0,0
1,0,0,0,0
0,0,0,0,1
0,3,1,0,0
0,1,0,0,0
23,0,0,0,0
55,1,9,0,2
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
1,0,0,0,0
10,16,4,7,3
6,0,4,0,0
1,0,0,0,0
0,0,1,0,0
0,0,1,0,0
0,1,0,0,0
0,1,0,0,0
0,0,0,1,0
0,18,0,0,0
0,1,2,1,1
1,0,4,0,1
0,1,0,0,0
0,1,0,3,1
0,0,0,1,0
1,0,0,0,0
0,1,0,0,0
14,11,28,0,18
2,0,0,0,0
5,41,112,56,24
0,0,9,0,0
0,1,0,0,0
6,2,1,1,1
0,3,1,2,0
1,0,0,0,0
0,1,0,0,0
1,2,9,3,0
14,65,14,117,8
0,4,0,0,0
1,27,0,1,0
0,5,0,4,1
0,0,1,0,0
1,0,0,0,0
0,1,0,0,0
0,0,0,0,1
0,0,0,0,1
1,0,0,1,4
6,0,0,0,0
0,1,0,0,0
1,3,0,1,0
3,4,5,2,0
0,0,1,0,0
0,4,0,3,102
0,1,0,0,0
0,1,0,1,0
1,8,0,3,1
0,4,0,2,0
0,1,0,0,0
0,0,0,1,0
0,0,0,1,0
1,0,0,0,0
0,1,0,0,0
0,4,0,0,0
0,1,0,0,0
0,0,2,0,0
0,0,5,0,0
0,0,0,1,0
1,0,0,0,0
2,2,0,0,0
21,6,14,0,53
1,0,0,0,0
0,1,0,0,0
0,4,0,0,0
0,0,0,7,0
0,1,0,0,0
2,0,0,0,0
29,52,4,13,14
0,0,1,0,0
0,0,1,0,0
0,2,0,0,0
0,3,0,0,0
28,5,8,25,4
0,0,0,0,1
0,0,0,1,46
0,1,0,1,0
0,0,0,0,3
0,0,0,1,0
0,0,3,0,0
0,16,3,4,4
0,1,0,0,0
0,0,1,0,0
1,4,0,0,0
0,0,1,0,0
10,4,2,1,0
0,0,1,1,3
11,5,4,7,5
2,0,0,0,0
1,6,0,3,7
0,1,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,0,1
0,0,0,1,0
0,1,0,0,0
0,0,3,0,4
0,0,2,0,2
1,0,0,0,0
2,0,0,0,0
1,0,3,0,0
0,1,0,2,1
0,1,0,0,0
0,1,0,0,0
68,59,16,132,19
0,2,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,1,0,0
0,1,0,1,0
1,0,0,0,0
278,3,0,22,0
0,3,0,1,0
0,0,0,0,2
2,9,0,0,1
0,2,0,27,1
0,0,0,0,1
1,0,0,0,0
0,6,0,1,2
0,0,0,1,0
1,0,0,0,0
0,0,0,1,0
0,1,0,0,0
0,0,1,0,0
3,1,10,12,0
0,0,1,0,0
0,0,0,2,1
0,0,0,0,2
0,0,0,0,1
0,0,0,1,0
769,1137,139,800,729
0,1,0,0,0
7,10,9,44,16
0,0,1,0,0
0,0,0,1,0
2,13,5,2,1
0,3,0,4,0
1,0,0,0,0
4,127,9,3,2
2,0,0,3,0
0,1,0,1,1
0,0,0,1,0
0,0,0,2,0
0,1,0,0,0
2,0,0,0,0
0,0,0,1,0
0,0,1,0,0
6,2,2,1,0
0,0,1,0,0
1,0,0,0,0
0,0,0,0,1
0,0,1,0,0
0,1,1,0,0
0,5,0,1,2
0,5,0,3,6
0,0,0,5,1
0,0,1,0,0
0,0,0,0,1
45,0,0,0,0
0,0,1,0,0
5,6,1,1,23
0,0,1,0,0
1,0,0,0,0
0,0,1,0,0
0,1,0,0,0
2,2,3,1,0
0,0,0,0,1
0,13,0,2,5
0,0,1,1,0
0,1,0,0,0
7,3,1,1,2
0,0,0,0,4
0,1,0,0,0
0,1,0,0,0
16,4,0,4,9
0,0,1,0,0
0,0,0,0,1
2,1,14,1,0
0,4,19,0,0
0,0,0,0,1
0,0,5,0,0
0,1,0,0,0
0,1,0,1,0
0,0,1,0,0
0,1,1,0,0
17,101,21,58,72
0,1,0,1,2
0,3,0,1,2
1,0,0,1,0
0,8,0,1,0
0,3,0,0,0
0,1,0,0,0
0,0,0,0,1
0,1,0,0,0
0,0,0,0,1
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
0,0,0,0,1
5,34,27,27,6
90,43,13,49,38
0,2,1,2,0
0,1,0,0,0
0,0,0,0,2
22,113,15,95,38
0,1,0,0,0
0,0,1,0,0
0,0,6,0,0
0,1,0,0,0
0,0,0,0,1
0,8,0,6,10
1,5,0,2,0
0,5,4,1,1
1,0,0,0,0
0,2,0,0,0
1,0,3,1,0
0,8,2,0,0
1,1,0,1,0
0,0,0,0,1
31,5,3,4,1
0,1,0,0,0
1,0,0,0,0
0,0,0,0,1
2,0,0,0,0
0,1,0,0,0
1,0,0,0,0
1,12,3,34,2
0,1,0,2,0
11,0,0,0,1
0,2,1,2,2
1,0,2,1,0
1,0,0,0,0
0,0,0,1,0
0,1,0,1,0
0,0,0,1,0
0,0,0,1,0
0,0,1,0,0
324,0,0,2,1
7,24,2,28,10
0,3,0,0,2
0,1,0,2,27
0,1,1,1,0
0,0,1,0,0
0,2,3,2,0
1,0,0,0,0
0,1,0,0,0
0,0,1,0,0
2,1,0,0,0
5,3,0,9,1041
0,0,0,0,2
8,3,2,3,3
0,1,0,0,0
0,3,0,0,0
109,1,3,3,0
0,0,0,3,0
0,1,0,0,0
1,0,1,1,0
1,4,1,1,0
0,0,2,7,0
0,0,0,0,1
0,0,1,0,0
0,3,1,1,0
0,0,1,0,0
0,0,0,1,0
0,0,1,0,0
0,0,0,0,1
2,14,4,10,10
0,2,0,0,0
0,2,0,0,0
49,48,42,52,64
1,0,0,0,0
0,3,0,0,0
0,3,0,0,0
0,0,0,1,0
1,3,0,1,0
0,1,0,1,0
0,0,0,2,0
0,0,0,2,0
1,21,2,8,6
0,0,0,1,0
0,27,1,0,4
0,1,3,0,0
0,4,1,4,0
0,1,2,1,1
0,0,1,0,0
1,13,0,4,0
1,17,3,1,2
0,0,1,0,0
0,0,1,2,0
0,0,0,1,1
0,0,1,0,0
0,1,0,0,0
0,1,0,0,0
0,0,0,1,0
0,39,7,12,13
1,16,6,3,4
0,5,0,0,2
0,1,0,0,0
2,4,2,6,2
0,1,0,0,0
0,1,6,0,0
1,0,0,1,2
0,46,19,41,2
5,8,1,21,0
1,3,0,1,1
0,4,0,4,0
1,0,0,1,1
0,1,0,0,0
0,1,0,0,0
0,0,1,0,0
0,2,0,2,0
0,0,0,1,0
8,37,2,3,31
0,1,0,0,0
0,1,0,0,2
0,0,5,0,0
0,0,0,0,1
0,1,0,1,0
0,0,0,6,0
0,0,1,0,0
1,0,0,0,0
0,13,0,5,0
0,3,0,2,1
0,0,0,0,49
0,0,1,0,0
0,0,0,0,1
2,0,0,0,0
24,0,0,0,0
1,0,0,1,0
0,1,0,0,1
0,0,0,1,0
0,0,0,2,0
0,0,0,1,0
0,2,3,0,0
0,2,0,0,0
0,2,0,0,0
0,1,1,0,0
21,14,0,28,0
3,0,0,1,0
3,4,0,0,0
0,1,0,0,1
0,9,0,0,0
13,76,21,2,1
4,2,1,6,0
1,0,0,0,0
0,0,1,0,0
0,3,11,2,4
0,0,1,0,0
1,0,0,0,0
0,0,0,1,0
0,0,0,4,0
0,2,1,2,1
1,1,2,9,1
0,0,0,1,0
22,74,15,68,9
0,1,0,0,0
0,1,0,1,0
0,0,1,0,0
0,1,0,0,0
2,113,10,3,3
1,4,4,2,1
0,0,1,0,0
1,0,1,0,0
0,3,0,5,0
0,1,0,0,0
1,0,0,0,0
1,0,0,0,0
3,0,0,0,0
0,1,0,0,0
3,1,0,0,0
0,0,0,0,2
0,1,0,0,0
0,0,0,14,0
0,1,0,0,0
0,5,2,0,28
136,22,8,37,37
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
0,1,1,0,0
7,5,4,0,5
0,0,1,0,0
0,0,1,0,0
0,1,0,0,0
19,38,7,56,8
1,0,0,2,0
0,0,2,0,0
4,7,89,7,2
0,1,0,1,0
0,1,0,0,0
0,1,0,1,0
1,0,0,0,0
2,0,8,1,1
0,1,0,0,0
0,1,0,0,0
1,0,0,0,0
0,6,2,16,2
2,3,2,0,0
0,0,0,1,0
0,2,0,3,0
0,0,0,0,3
12,31,2,35,11
6,2,1,3,0
3,16,7,8,5
0,0,1,0,0
1,0,0,0,0
0,0,1,0,0
0,1,0,0,0
0,0,0,1,0
2,7,0,14,0
0,0,0,1,0
0,4,0,2,0
34,0,0,1,2
1,0,0,0,0
0,1,0,0,0
0,0,0,0,1
1,0,1,1,0
0,0,0,1,0
0,1,0,0,0
0,0,1,0,0
1,2,0,2,73
2,0,0,0,0
0,1,0,0,0
0,1,1,3,0
0,1,0,0,0
0,0,0,1,0
0,1,0,0,0
1,1,1,3,1
0,0,1,0,0
4,84,32,45,27
0,1,0,0,0
0,0,2,0,0
0,1,0,0,0
0,0,0,1,0
0,0,0,0,1
0,0,1,0,0
3,0,0,0,2
116,0,0,0,0
0,0,0,0,1
0,1,0,3,0
0,2,0,1,1
0,0,0,1,0
0,9,0,0,0
1,0,0,1,0
1,0,0,0,0
0,0,1,1,0
0,0,0,1,0
1,5,0,0,0
9,6,2,2,0
1,0,0,0,0
0,0,1,0,0
0,0,0,1,0
0,1,0,0,0
0,9,0,90,1
1,0,2,0,0
0,1,0,0,0
0,0,0,0,1
0,0,0,1,12
0,0,1,0,0
0,0,1,0,0
1,69,7,56,12
0,1,0,0,0
48,224,25,142,258
0,0,1,0,0
0,0,0,1,0
1,2,0,0,0
6,10,6,12,1
1,4,2,7,0
17,112,42,306,64
0,0,0,1,0
0,0,0,1,0
0,0,2,0,0
0,0,0,1,0
0,0,0,1,0
0,2,0,16,0
0,1,0,0,0
0,1,0,0,0
0,0,0,1,0
0,6,0,0,0
2,3,0,1,0
0,0,0,1,0
26,16,12,5,5
0,1,14,0,0
0,1,0,0,0
0,1,0,0,0
1,0,0,0,0
0,1,0,0,0
42,129,62,142,43
0,2,0,0,0
0,1,0,0,0
0,4,1,1,1
0,0,0,0,4
1,5,163,6,10
0,0,1,0,0
23,122,81,97,32
0,0,0,1,0
0,2,0,0,0
8,30,4,35,8
0,0,0,2,0
0,1,0,0,0
2,3,1,3,0
0,3,0,1,0
0,1,0,0,0
0,0,0,1,0
2,0,0,0,0
0,0,0,1,0
0,0,0,1,0
1,0,0,0,0
0,16,1,0,0
0,0,0,3,0
1,0,0,0,0
0,0,0,9,0
0,1,0,0,0
0,2,0,0,0
0,0,0,1,0
26,30,1,28,19
0,0,1,0,0
2,1,0,5,1
1,2,0,0,0
0,1,0,0,0
0,0,0,1,0
19,26,6,116,4
20,106,19,58,33
4,0,1,1,1
0,0,1,0,0
0,2,0,3,1
0,0,0,1,0
0,1,0,0,0
0,1,1,0,0
0,1,0,0,0
1,7,2,1,0
0,7,0,19,6
46,232,18,527,133
2,2,1,0,0
0,1,0,0,0
0,0,0,1,0
0,0,0,0,1
0,6,0,0,51
0,0,1,0,0
0,0,1,0,0
0,1,0,0,0
4,0,0,0,0
0,1,0,0,0
0,1,0,0,0
0,1,1,0,0
0,6,0,0,1
0,0,1,0,2
1,0,0,0,0
0,1,0,0,0
1,0,0,0,0
0,2,1,0,0
0,1,0,0,0
0,0,0,0,4
0,0,0,2,0
1,0,0,0,0
0,0,0,0,1
6,38,1,7,11
1,0,0,0,0
0,1,0,2,0
0,0,1,0,0
2,2,1,1,1
0,1,0,0,0
0,0,34,2,0
0,1,3,0,0
1,0,0,0,0
2,0,0,0,0
0,1,0,0,0
0,0,1,0,0
0,1,0,0,0
11,40,9,43,39
1,0,1,0,0
19,51,10,42,8
1,0,0,0,0
0,4,14,1,0
0,1,0,0,0
146,167,53,77,39
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
9,25,2,32,786
0,0,0,0,2
1,0,0,0,0
0,0,0,1,0
0,0,0,1,0
0,0,0,1,0
52,0,0,0,0
0,5,8,4,0
21,22,4,37,6
0,0,0,1,0
3,0,1,0,0
0,0,0,1,0
0,6,1,0,0
0,1,0,0,0
19,29,6,16,4
0,0,0,1,1
0,0,1,1,0
0,0,1,0,0
0,0,1,0,0
1,0,0,0,0
1,1,1,0,1
1,0,0,0,0
2,0,0,0,0
0,0,1,0,0
0,0,0,0,2
0,0,0,1,0
4,0,0,0,0
1,6,1,0,1
538,2183,393,1821,1019
3,2,3,3,1
0,1,0,0,1
0,0,2,0,0
0,0,0,1,0
0,1,0,0,0
119,148,54,64,67
1,0,0,0,0
0,1,0,0,0
37,82,17,17,25
0,2,0,0,0
1,0,0,0,0
0,0,0,1,0
0,1,0,40,2
0,1,0,0,0
1,0,0,0,0
0,0,0,2,0
202,184,138,174,55
29,207,56,90,71
3,0,0,0,1
0,7,0,0,0
0,3,0,0,9
0,0,1,0,0
1,0,0,0,0
4,0,1,0,97
0,1,0,0,0
0,1,0,0,0
0,0,0,1,0
0,1,0,1,0
1,0,0,0,0
0,0,0,0,1
1,0,0,0,0
6,8,4,2,1
2,0,1,0,0
0,0,0,2,0
0,2,0,0,0
33,11,4,13,5
0,1,3,2,0
0,0,0,1,0
0,0,2,0,0
0,0,0,1,0
0,1,0,0,0
41,0,0,0,0
2,0,0,0,0
0,1,0,0,0
0,1,0,0,0
0,3,10,7,2
6,3,0,1,1
0,1,0,0,0
1,105,1,262,255
1,0,0,0,0
0,0,1,0,0
0,1,0,0,0
0,0,3,0,0
0,0,0,1,0
26,194,82,1045,128
0,1,0,0,0
0,0,1,0,0
0,1,6,0,0
0,0,0,2,1
0,0,0,2,9
0,0,1,0,0
0,0,0,0,1
1,2,1,0,0
4,0,1,0,1
1,0,0,0,0
0,0,0,4,1
0,0,4,0,0
0,0,1,0,0
0,1,0,0,0
0,0,0,1,0
0,2,0,3,1
0,3,0,1,6
0,0,0,1,0
0,1,0,0,0
0,1,0,0,0
0,0,0,1,0
0,1,2,0,0
0,0,0,3,0
0,0,0,1,0
0,1,0,0,0
0,0,0,1,0
0,10,1,1,1
0,0,1,0,0
0,1,0,0,0
0,0,0,1,0
0,0,3,1,0
2,3,0,0,0
3,4,0,4,1
2,0,0,0,0
0,0,0,3,2
0,0,1,0,0
0,0,0,2,0
0,5,0,0,0
3,5,2,1,1
0,0,0,0,2
0,1,0,1,1
1,0,0,0,0
0,0,0,1,0
1,0,0,0,0
0,5,1,1,0
0,0,0,1,0
2,3,1,2,0
4,3,4,4,13
0,1,0,0,0
0,0,0,0,1
0,0,1,0,0
0,0,0,1,0
0,0,0,1,0
17,43,6,14,2
0,1,0,0,0
21,31,9,20,10
1,0,0,0,0
0,0,0,0,1
0,0,0,1,0
1,0,1,1,1
1,1,0,0,0
0,0,0,1,0
0,2,0,0,0
0,0,0,3,0
0,1,0,12,0
0,0,0,0,1
0,0,0,1,0
0,0,5,0,0
0,12,10,9,6
1005,420,154,1335,266
1,0,0,0,0
0,0,0,0,1
2,0,0,0,0
0,0,0,0,1
1,0,0,0,0
0,0,1,0,0
0,0,1,0,0
2,0,0,0,0
0,11,0,13,11
1,0,0,0,0
1,0,0,0,0
0,0,1,0,0
1,10,4,13,1
1,0,0,1,0
0,0,1,0,0
10,0,1,0,0
0,1,0,0,0
1,10,0,3,0
0,1,0,1,0
0,0,0,1,0
1,0,3,1,0
1,0,0,0,0
0,2,0,1,0
0,0,0,1,1
3,0,0,10,0
0,5,7,0,0
0,2,1,0,0
0,0,0,0,1
0,0,0,1,0
0,0,0,1,0
0,0,1,2,1
0,0,3,3,0
0,0,0,3,0
0,1,0,1,0
1,0,0,0,0
0,0,0,1,0
0,1,0,0,0
1,0,0,1,0
0,1,0,0,1
0,2,2,0,0
3,0,0,0,0
22,0,0,0,0
0,0,1,0,0
1,0,0,0,0
5,0,0,0,0
2,2,0,3,1
0,0,0,1,0
1,71,17,62,0
0,0,0,1,0
0,1,0,0,0
0,2,2,0,0
0,0,2,0,0
0,0,0,0,1
3,5,1,5,1
0,6,0,0,0
2,0,0,0,0
0,1,0,0,0
0,0,0,0,1
0,3,0,6,14
0,0,3,0,0
0,0,3,0,0
1,0,2,0,0
0,0,0,2,0
0,0,0,1,0
0,2,0,3,2
0,0,0,1,0
1,0,0,0,0
1,3,2,1,0
0,0,0,1,0
0,0,0,1,0
1,4,1,5,0
1,0,0,0,0
7,3,0,0,0
1,0,1,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,0,1
0,0,0,1,0
0,1,0,0,0
0,0,0,2,0
1,0,0,0,0
0,1,0,0,0
0,0,0,0,1
0,0,0,0,1
0,1,0,6,0
0,1,0,0,0
0,0,1,0,0
0,0,1,0,0
0,0,0,0,1
5,1,0,0,0
13,3,4,5,0
0,0,0,1,0
0,0,0,1,0
0,1,4,0,0
0,1,0,0,0
5,15,5,21,7
1,2,1,1,0
200,395,141,186,191
0,0,2,0,0
